Aircraft Type,Accident Count,Fatal Accidents,Total Fatalities,Avg Severity Index,First Year,Last Year,Risk Score
AIRBORNE WINDSPORTS PTY LTD EDGE XT 912 L,0.0025369978858350954,4,0.00370919881305638,0.0024559967253376994,2013,2022,0.00298967802462413
CESSNA T310Q,0.0025369978858350954,2,0.00370919881305638,0.0024559967253376994,1986,2017,0.00298967802462413
AEROSTAR RX 8,0.005919661733615222,0,0.0,0.0030563514804202484,1989,2016,0.002979134989530139
BEECH V 35,0.001691331923890063,2,0.00370919881305638,0.0040114613180515755,1987,1997,0.0029625045583888923
PIPER PA 17,0.0054968287526427064,2,0.001483679525222552,0.0008186655751125664,1982,2016,0.002955936426168617
RAVEN S 60A,0.0054968287526427064,1,0.000741839762611276,0.0022513303315595578,1985,2003,0.002945733472413505
CIRRUS DESIGN CORP. SR 20,0.002959830866807611,3,0.002967359050445104,0.0028653295128939827,2001,2007,0.002943941869479883
BRANTLY HELICOPTER B 2,0.004651162790697674,3,0.002225519287833828,0.0009551098376313276,1983,2006,0.002941694798938867
PIPER PA 44 180T,0.004651162790697674,2,0.002225519287833828,0.0009551098376313276,1982,2013,0.002941694798938867
NORTH AMERICAN SNJ 2,0.0038054968287526423,4,0.002967359050445104,0.001146131805157593,1982,2021,0.0029383687127106173
SIKORSKY S76A,0.0008456659619450317,1,0.000741839762611276,0.011461318051575931,1983,1991,0.0029272659001377092
CURTISS WRIGHT TRAVEL AIR 4000,0.0033826638477801266,2,0.002967359050445104,0.0019102196752626551,1993,2016,0.0029220530943426235
SUKHOI SU 29,0.0033826638477801266,4,0.002967359050445104,0.0019102196752626551,1993,2007,0.0029220530943426235
"SMITH, TED AEROSTAR AEROSTAR 601P",0.0025369978858350954,3,0.00370919881305638,0.002046663937781416,1985,1999,0.0029078114671128733
BELL HELICOPTER TEXTRON CANADA 429,0.0025369978858350954,3,0.00370919881305638,0.002046663937781416,2015,2022,0.0029078114671128733
CESSNA F172,0.0025369978858350954,4,0.00370919881305638,0.002046663937781416,2011,2022,0.0029078114671128733
EUROCOPTER AS350BA,0.002114164904862579,2,0.00370919881305638,0.0028653295128939827,1995,2009,0.0029024113897463803
AERO COMMANDER 520,0.002114164904862579,2,0.00370919881305638,0.0028653295128939827,1982,2002,0.0029024113897463803
BEECH F90,0.004651162790697674,1,0.002225519287833828,0.0007163323782234957,1984,2020,0.0028939393070573
MITSUBISHI MU 2B 20,0.004651162790697674,2,0.002225519287833828,0.0007163323782234957,1982,2011,0.0028939393070573
BARCLAY/VINCENT MURPHY SR 2500,0.0,1,0.001483679525222552,0.011461318051575931,2000,2000,0.002885735420404207
SWEARINGEN SA227 AT,0.0,1,0.001483679525222552,0.011461318051575931,2001,2001,0.002885735420404207
HAWKER SIDDELEY HS 125 400A,0.0,1,0.001483679525222552,0.011461318051575931,1987,1987,0.002885735420404207
SILVAIRE LUSCOMBE 8A,0.002959830866807611,3,0.002967359050445104,0.0025071633237822347,1985,2016,0.002872308631657533
AYRES S2R 600,0.006342494714587738,1,0.000741839762611276,0.00017908309455587392,1982,2008,0.0028695504097907805
PARTENAVIA P68TC,0.0,0,0.0,0.014326647564469913,2001,2001,0.0028653295128939827
BELL 427,0.0,0,0.0,0.014326647564469913,2012,2012,0.0028653295128939827
AIRBUS HELICOPTERS DEUTSCHLAND MBB BK 117 B 2,0.0,0,0.0,0.014326647564469913,2017,2017,0.0028653295128939827
CAMERON BALLOONS US Z 150,0.0,0,0.0,0.014326647564469913,2016,2016,0.0028653295128939827
LAKE LA 250,0.0033826638477801266,2,0.002967359050445104,0.001591849729385546,1986,2004,0.0028583791051672016
AEROSTAR S 60A,0.0025369978858350954,1,0.002967359050445104,0.0032746623004502656,1988,2004,0.0028566752346021332
CESSNA 172Q,0.005919661733615222,1,0.000741839762611276,0.0009551098376313276,1984,2020,0.0028556225660168653
NORTHWING DESIGN APACHE SPORT,0.0012684989429175475,4,0.00370919881305638,0.004297994269340974,2009,2022,0.002850677956257766
SIKORSKY CH 54A,0.0012684989429175475,3,0.00370919881305638,0.004297994269340974,1995,1999,0.002850677956257766
GRUMMAN AMERICAN AVN. CORP. AA 5B,0.004228329809725159,2,0.002225519287833828,0.0013024225058609013,2008,2022,0.002842024140195775
BEECH A 36TC,0.0012684989429175475,2,0.002967359050445104,0.0057306590257879654,1986,2007,0.0028404750025026538
AERO COMMANDER 200D,0.004651162790697674,2,0.001483679525222552,0.0019102196752626551,1988,2017,0.0028359808614206216
BELL 47G 3B 2,0.005919661733615222,1,0.000741839762611276,0.0007640878701050621,1984,2012,0.002817418172511612
ROBINSON R 22 MARINER,0.002114164904862579,3,0.00370919881305638,0.002387774594078319,1996,2005,0.0028069004059832476
AERO VODOCHODY AERO. WORKS L 39C,0.002114164904862579,3,0.00370919881305638,0.002387774594078319,1998,2007,0.0028069004059832476
CONSOLIDATED VULTEE BT 13A,0.002114164904862579,3,0.00370919881305638,0.002387774594078319,1989,2021,0.0028069004059832476
BEECH T 34A,0.002114164904862579,3,0.00370919881305638,0.002387774594078319,1983,2007,0.0028069004059832476
CESSNA 750,0.002114164904862579,1,0.00370919881305638,0.002387774594078319,2004,2022,0.0028069004059832476
CAMERON V 77,0.004228329809725159,1,0.001483679525222552,0.0026048450117218025,1985,1999,0.0028057727363234447
AIR TRACTOR INC AT 802,0.00507399577167019,2,0.001483679525222552,0.0008816398501212255,2010,2021,0.002799398088781342
CESSNA TU 206F,0.002114164904862579,2,0.002967359050445104,0.0038204393505253103,1987,2003,0.002796697452228135
LEARJET 55,0.0033826638477801266,1,0.002967359050445104,0.0012734797835084366,1986,2020,0.0027947051159917797
BOEING 727 231,0.0033826638477801266,1,0.002967359050445104,0.0012734797835084366,1982,1990,0.0027947051159917797
CESSNA U206 G,0.00042283298097251583,1,0.002967359050445104,0.007163323782234957,1982,1991,0.0027887415690140394
GATES LEARJET 23,0.00042283298097251583,1,0.002967359050445104,0.007163323782234957,1982,1986,0.0027887415690140394
BEECH 35C33,0.00042283298097251583,2,0.002967359050445104,0.007163323782234957,2010,2017,0.0027887415690140394
BEECH BE 23 24,0.00042283298097251583,2,0.002967359050445104,0.007163323782234957,1985,2000,0.0027887415690140394
BELL 47J2,0.00042283298097251583,1,0.002967359050445104,0.007163323782234957,1988,1992,0.0027887415690140394
CESSNA 172   M,0.00042283298097251583,1,0.002967359050445104,0.007163323782234957,2013,2014,0.0027887415690140394
GATES LEARJET 24F,0.00042283298097251583,2,0.002967359050445104,0.007163323782234957,1984,2007,0.0027887415690140394
CESSNA C172P,0.00042283298097251583,1,0.002967359050445104,0.007163323782234957,1985,2004,0.0027887415690140394
CESSNA R172,0.004651162790697674,2,0.001483679525222552,0.0016714422158548234,1984,2020,0.0027882253695390553
LOCKHEED L 1011,0.0054968287526427064,1,0.000741839762611276,0.0014326647564469914,1982,2001,0.0027820003573909916
WSK PZL MIELEC PZL M 18,0.005919661733615222,1,0.000741839762611276,0.0005730659025787965,1983,2007,0.002779213779006359
CESSNA F172N,0.0008456659619450317,2,0.00370919881305638,0.004775549188156638,2002,2013,0.0027770557476318922
CONVAIR CV 580,0.0008456659619450317,2,0.00370919881305638,0.004775549188156638,1987,2008,0.0027770557476318922
RAYTHEON B200,0.0008456659619450317,1,0.00370919881305638,0.004775549188156638,2008,2019,0.0027770557476318922
LOCKHEED L 382G,0.0008456659619450317,1,0.00370919881305638,0.004775549188156638,1987,2001,0.0027770557476318922
AERO VODOCHODY L 39C,0.0008456659619450317,3,0.00370919881305638,0.004775549188156638,2001,2015,0.0027770557476318922
PIPER PA 23C 250,0.0008456659619450317,1,0.00370919881305638,0.004775549188156638,1982,1999,0.0027770557476318922
PIPER PA28RT 201T,0.0008456659619450317,2,0.00370919881305638,0.004775549188156638,1983,1999,0.0027770557476318922
MCDONNELL DOUGLAS MD 600,0.0008456659619450317,1,0.00370919881305638,0.004775549188156638,1996,2016,0.0027770557476318922
PIPER PA 32S 300,0.0008456659619450317,2,0.00370919881305638,0.004775549188156638,2008,2014,0.0027770557476318922
AEROSTAR S A YAK 52,0.0008456659619450317,3,0.00370919881305638,0.004775549188156638,2010,2016,0.0027770557476318922
GRUMMAN TS 2A,0.0008456659619450317,3,0.00370919881305638,0.004775549188156638,1998,2001,0.0027770557476318922
CAMERON BALLOONS US Z 225,0.00042283298097251583,1,0.000741839762611276,0.011461318051575931,2013,2014,0.002758132707748703
TAYLORCRAFT BC12,0.0038054968287526423,2,0.002225519287833828,0.0017191977077363897,2017,2020,0.0027562459881818662
SCHWEIZER SGS 1 36,0.0038054968287526423,3,0.002225519287833828,0.0017191977077363897,1982,2012,0.0027562459881818662
WEATHERLY 620,0.00507399577167019,2,0.001483679525222552,0.0006612298875909191,1983,2019,0.002755316096275281
AIRBUS A319,0.006342494714587738,0,0.0,0.0010744985673352436,2006,2022,0.002751897599302144
BOEING 767 332,0.005919661733615222,0,0.0,0.0019102196752626551,1988,2022,0.00274990862849862
BOEING 737 700,0.0054968287526427064,1,0.000741839762611276,0.0012279983626688497,2001,2022,0.0027410670786353632
SWEARINGEN SA 226T,0.005919661733615222,1,0.000741839762611276,0.00038204393505253105,1984,2016,0.002741009385501106
ROTORWAY EXEC,0.004651162790697674,2,0.001483679525222552,0.0014326647564469914,1985,2021,0.002740469877657489
PIPER PA 23 235,0.001691331923890063,4,0.00370919881305638,0.0028653295128939827,1984,2006,0.002733278197357374
CESSNA P 210N,0.001691331923890063,2,0.00370919881305638,0.0028653295128939827,1982,1995,0.002733278197357374
GULFSTREAM AMERICAN CORP AA 5A,0.001691331923890063,4,0.00370919881305638,0.0028653295128939827,2008,2022,0.002733278197357374
INTERSTATE S 1B1,0.001691331923890063,2,0.00370919881305638,0.0028653295128939827,1986,2013,0.002733278197357374
SMITH AEROSTAR 600,0.001691331923890063,2,0.00370919881305638,0.0028653295128939827,1982,2022,0.002733278197357374
MAULE M 5 220C,0.002959830866807611,2,0.002967359050445104,0.0017908309455587391,1982,2007,0.0027290421560128343
"SMITH, TED AEROSTAR AEROSTAR 601",0.002959830866807611,2,0.002967359050445104,0.0017908309455587391,1985,2007,0.0027290421560128343
BOEING 767 300,0.005919661733615222,0,0.0,0.0017191977077363897,1993,2014,0.002711704234993367
BOEING STEARMAN A75N1,0.00507399577167019,1,0.001483679525222552,0.00044081992506061276,1983,2007,0.0027112341037692196
BELL OH 58,0.002959830866807611,1,0.001483679525222552,0.004656160458452722,2000,2021,0.00270863624850261
GLASAIR SH2,0.0012684989429175475,2,0.00370919881305638,0.0035816618911174783,1983,2018,0.0027074114806130666
BEECH 36TC,0.0012684989429175475,2,0.00370919881305638,0.0035816618911174783,1989,2004,0.0027074114806130666
PIPER PA 31P 350,0.0012684989429175475,2,0.00370919881305638,0.0035816618911174783,1986,2011,0.0027074114806130666
AGUSTA SPA A109E,0.0012684989429175475,2,0.00370919881305638,0.0035816618911174783,2009,2014,0.0027074114806130666
SOCATA TB21,0.0012684989429175475,2,0.00370919881305638,0.0035816618911174783,2003,2022,0.0027074114806130666
BEECH D17S,0.005919661733615222,1,0.000741839762611276,0.00019102196752626553,1984,2021,0.0027028049919958527
MOONEY M20G,0.004228329809725159,2,0.001483679525222552,0.002083876009377442,1982,2010,0.0027015789358545727
EVOLUTION TRIKES REVO,0.002114164904862579,3,0.002967359050445104,0.0033428844317096467,2010,2018,0.0027011864684650024
WEEDHOPPER B,0.002114164904862579,3,0.002967359050445104,0.0033428844317096467,1983,1993,0.0027011864684650024
AERONCA 11BC,0.0054968287526427064,1,0.000741839762611276,0.001023331968890708,1982,2017,0.002700133799879735
MORRISEY 2150A,0.0025369978858350954,3,0.002967359050445104,0.0024559967253376994,1987,2017,0.00269294211957962
BEECH H 35,0.0025369978858350954,3,0.002967359050445104,0.0024559967253376994,1983,2005,0.00269294211957962
SWEARINGEN SA 227,0.0012684989429175475,1,0.002225519287833828,0.0064469914040114614,1982,2004,0.0026870055731028426
AEROSPATIALE SA 315B,0.005919661733615222,0,0.0,0.0015281757402101242,1982,1998,0.0026734998414881138
BEECH V35TC,0.001691331923890063,4,0.002967359050445104,0.0040114613180515755,1983,1991,0.0026657686533443823
DEHAVILLAND DHC 3T,0.001691331923890063,2,0.002967359050445104,0.0040114613180515755,2011,2015,0.0026657686533443823
AMERICAN CHAMPION AIRCRAFT 8GCBC,0.0054968287526427064,1,0.000741839762611276,0.0008186655751125664,2009,2022,0.0026592005211241066
PIPER PA28 180,0.0054968287526427064,1,0.000741839762611276,0.0008186655751125664,1982,2020,0.0026592005211241066
TAYLORCRAFT BC12 D1,0.002959830866807611,3,0.002967359050445104,0.0014326647564469914,1982,2022,0.0026574089181904846
MOONEY M 20K,0.002959830866807611,4,0.002967359050445104,0.0014326647564469914,1982,2006,0.0026574089181904846
VANS RV 8,0.002959830866807611,3,0.002967359050445104,0.0014326647564469914,2019,2022,0.0026574089181904846
PITTS S2B,0.004228329809725159,1,0.001483679525222552,0.0018233915082052617,1989,1999,0.0026494820356201365
BELL 206L1,0.002959830866807611,2,0.002225519287833828,0.0028653295128939827,1982,2008,0.0026472059644353724
DE HAVILLAND DH 82A,0.004651162790697674,2,0.001483679525222552,0.0009551098376313276,1982,2013,0.0026449588938943563
ENSTROM F28F,0.0038054968287526423,1,0.002225519287833828,0.001146131805157593,1983,2008,0.0026416328076661073
AYRES S2R T15,0.0038054968287526423,3,0.002225519287833828,0.001146131805157593,1984,2008,0.0026416328076661073
BOEING 767 322,0.0033826638477801266,0,0.0,0.006367398917542184,1994,2022,0.0026265453226204877
BEECH B 19,0.0054968287526427064,1,0.000741839762611276,0.0006139991813344249,1982,2002,0.0026182672423684782
CESSNA AIRCRAFT CO 162,0.0054968287526427064,1,0.000741839762611276,0.0006139991813344249,2011,2022,0.0026182672423684782
ROBINSON R 22A,0.0054968287526427064,1,0.000741839762611276,0.0006139991813344249,1984,2003,0.0026182672423684782
BELLANCA BL 17 30A,0.0025369978858350954,2,0.002967359050445104,0.002046663937781416,1995,2004,0.0026110755620683632
BENSEN B 8M,0.0025369978858350954,4,0.002967359050445104,0.002046663937781416,1982,1995,0.0026110755620683632
SWEARINGEN SA 226 TC,0.0025369978858350954,3,0.002967359050445104,0.002046663937781416,1982,2006,0.0026110755620683632
KAMAN HH 43F,0.0025369978858350954,3,0.002967359050445104,0.002046663937781416,1982,2006,0.0026110755620683632
MESSERSCHMITT BOLKOW BLOHM BO 105 S,0.0,1,0.002225519287833828,0.008595988538681949,2013,2013,0.002609405422869921
PIPER 24 140,0.0,1,0.002225519287833828,0.008595988538681949,1982,1982,0.002609405422869921
CURTISS WRIGHT TRAVEL AIR 2000,0.0,1,0.002225519287833828,0.008595988538681949,1988,1988,0.002609405422869921
GRUMMAN US 2C,0.0,1,0.002225519287833828,0.008595988538681949,2000,2000,0.002609405422869921
EUROCOPTER AS350B,0.0,1,0.002225519287833828,0.008595988538681949,2000,2000,0.002609405422869921
MBB BK 117 A 1,0.0,1,0.002225519287833828,0.008595988538681949,1989,1989,0.002609405422869921
CESSNA 414 RILEY SUPER 8,0.0,1,0.002225519287833828,0.008595988538681949,2001,2001,0.002609405422869921
PARTENAVIA SPA P.68C,0.0,1,0.002225519287833828,0.008595988538681949,2008,2008,0.002609405422869921
BEECH BE A55,0.0,1,0.002225519287833828,0.008595988538681949,2007,2007,0.002609405422869921
AEROSPATIALE TB 9,0.0,1,0.002225519287833828,0.008595988538681949,1995,1995,0.002609405422869921
IAR BRASOV IS 28B2,0.0,1,0.002225519287833828,0.008595988538681949,2012,2012,0.002609405422869921
PIPER PA 28 J3A5D,0.0,1,0.002225519287833828,0.008595988538681949,1984,1984,0.002609405422869921
EPIG 1000LT,0.0,1,0.002225519287833828,0.008595988538681949,2019,2019,0.002609405422869921
LOCKHEED P 3B,0.0,1,0.002225519287833828,0.008595988538681949,2005,2005,0.002609405422869921
ROGERS GEORGE T LANCAIR IVP,0.0,1,0.002225519287833828,0.008595988538681949,2014,2014,0.002609405422869921
EUROCOPTER BK117 A3,0.0,1,0.002225519287833828,0.008595988538681949,2000,2000,0.002609405422869921
MCDONNELL DOUGLAS DC 8 54F,0.0,1,0.002225519287833828,0.008595988538681949,1983,1983,0.002609405422869921
CHRISTENSEN STEVE WHEELER EXPRESS,0.0,1,0.002225519287833828,0.008595988538681949,2015,2015,0.002609405422869921
MBB BK 117 B2,0.0,1,0.002225519287833828,0.008595988538681949,1999,1999,0.002609405422869921
DASSAULT AVIATION FALCON 20,0.0,1,0.002225519287833828,0.008595988538681949,2001,2001,0.002609405422869921
MBB B0 105CBS 4,0.0,1,0.002225519287833828,0.008595988538681949,1999,1999,0.002609405422869921
PIPER PA 31T 620II,0.0,1,0.002225519287833828,0.008595988538681949,1987,1987,0.002609405422869921
AEROFAB INC LAKE LA 250,0.0,1,0.002225519287833828,0.008595988538681949,2016,2016,0.002609405422869921
KAWASAKI BK117 B2,0.0,1,0.002225519287833828,0.008595988538681949,2013,2013,0.002609405422869921
LCIV LLC LANCAIR IV P PROPJET,0.0,1,0.002225519287833828,0.008595988538681949,2006,2006,0.002609405422869921
BEECH BE58P,0.0,1,0.002225519287833828,0.008595988538681949,2006,2006,0.002609405422869921
KAWASAKI KV 107 II,0.0,1,0.002225519287833828,0.008595988538681949,2001,2001,0.002609405422869921
MD HELICOPTER INC 530 (369FF),0.0,1,0.002225519287833828,0.008595988538681949,2009,2009,0.002609405422869921
LEARJET 24A,0.0,1,0.002225519287833828,0.008595988538681949,1987,1987,0.002609405422869921
SONEX AIRCRAFT XENOS,0.0,1,0.002225519287833828,0.008595988538681949,2022,2022,0.002609405422869921
BEECH G 58,0.0,1,0.002225519287833828,0.008595988538681949,2011,2011,0.002609405422869921
AMERICAN EUROCOPTER LLC AS 350 B3,0.0,1,0.002225519287833828,0.008595988538681949,2010,2010,0.002609405422869921
CESSNA AIRCRAFT COMPANY 441,0.0,1,0.002225519287833828,0.008595988538681949,2017,2017,0.002609405422869921
MOONEY M 20D,0.0,1,0.002225519287833828,0.008595988538681949,1983,1983,0.002609405422869921
CESSNA ROBERTSON 337A,0.0,1,0.002225519287833828,0.008595988538681949,1988,1988,0.002609405422869921
SNODGRASS STARDUSTER TOO,0.0,1,0.002225519287833828,0.008595988538681949,1992,1992,0.002609405422869921
CESSNA C 377A,0.0,1,0.002225519287833828,0.008595988538681949,1985,1985,0.002609405422869921
SIAI MARCHETTI F 260,0.0,1,0.002225519287833828,0.008595988538681949,1993,1993,0.002609405422869921
CESSNA AIRCRAFT COMPANY 510,0.0,1,0.002225519287833828,0.008595988538681949,2017,2017,0.002609405422869921
GULFSTREAM AEROSPACE 690C,0.0,1,0.002225519287833828,0.008595988538681949,1990,1990,0.002609405422869921
CESSNA T 210 J,0.0,1,0.002225519287833828,0.008595988538681949,1983,1983,0.002609405422869921
LEARJET 23A,0.0,1,0.002225519287833828,0.008595988538681949,1984,1984,0.002609405422869921
GULFSTREAM AEROSPACE CORP COMMANDER,0.0,1,0.002225519287833828,0.008595988538681949,2009,2009,0.002609405422869921
GULFSTREAM AEROSPACE G III,0.0,1,0.002225519287833828,0.008595988538681949,2004,2004,0.002609405422869921
MORANE SAULNIER MS760 II,0.0,1,0.002225519287833828,0.008595988538681949,1996,1996,0.002609405422869921
BEECHCRAFT S35,0.0,1,0.002225519287833828,0.008595988538681949,1982,1982,0.002609405422869921
SCHUMACHER LANCAIR SUPER ES,0.0,1,0.002225519287833828,0.008595988538681949,2015,2015,0.002609405422869921
COMMANDER 112TC,0.0,1,0.002225519287833828,0.008595988538681949,2002,2002,0.002609405422869921
BELL 47(SOLOY),0.0,1,0.002225519287833828,0.008595988538681949,2000,2000,0.002609405422869921
CESSNA P 206C,0.0,1,0.002225519287833828,0.008595988538681949,1983,1983,0.002609405422869921
VANEK SPORT COPTER,0.0,1,0.002225519287833828,0.008595988538681949,1999,1999,0.002609405422869921
BEECHCRAFT B36TC,0.0,1,0.002225519287833828,0.008595988538681949,2013,2013,0.002609405422869921
FAIRCHILD C 123K,0.0,1,0.002225519287833828,0.008595988538681949,2010,2010,0.002609405422869921
CESSNA AIRCRAFT 177B,0.0,1,0.002225519287833828,0.008595988538681949,2014,2014,0.002609405422869921
MBB BOLKOW BO 105CBS,0.0,1,0.002225519287833828,0.008595988538681949,1982,1982,0.002609405422869921
DOUGLAS DC3C S13CG,0.0,1,0.002225519287833828,0.008595988538681949,1989,1989,0.002609405422869921
MBB BO 105LS A 3,0.0,1,0.002225519287833828,0.008595988538681949,1999,1999,0.002609405422869921
DASSAULT AVIATION DA 20,0.0,1,0.002225519287833828,0.008595988538681949,2003,2003,0.002609405422869921
LOCKHEED 188A,0.0,1,0.002225519287833828,0.008595988538681949,1985,1985,0.002609405422869921
IVERSEN GLASTAR SH 4,0.0,1,0.002225519287833828,0.008595988538681949,2008,2008,0.002609405422869921
CARLTON M. CADWELL LANCAIR IV P,0.0,1,0.002225519287833828,0.008595988538681949,2008,2008,0.002609405422869921
SOCATA GROUPE AEROSPATIALE TB 20,0.0,1,0.002225519287833828,0.008595988538681949,2017,2017,0.002609405422869921
CORBEN B,0.0,1,0.002225519287833828,0.008595988538681949,1982,1982,0.002609405422869921
HAWKER SIDDELEY 748,0.0,1,0.002225519287833828,0.008595988538681949,2002,2002,0.002609405422869921
TAYLOR ROYAL T,0.0,1,0.002225519287833828,0.008595988538681949,2006,2006,0.002609405422869921
CARPENTER BJ/CARPENTER SA GLASAIR II S FT,0.0,1,0.002225519287833828,0.008595988538681949,2006,2006,0.002609405422869921
MARTIN COMPANY 404,0.0,1,0.002225519287833828,0.008595988538681949,1986,1986,0.002609405422869921
PIPER PA32   300,0.0,1,0.002225519287833828,0.008595988538681949,2013,2013,0.002609405422869921
PIPER PA32RT   300T,0.0,1,0.002225519287833828,0.008595988538681949,2015,2015,0.002609405422869921
ROCKWELL 695,0.0,1,0.002225519287833828,0.008595988538681949,2012,2012,0.002609405422869921
BEECH 95 B55 (T4,0.0,1,0.002225519287833828,0.008595988538681949,2008,2008,0.002609405422869921
CESSNA 340X,0.0,1,0.002225519287833828,0.008595988538681949,2000,2000,0.002609405422869921
DIAMOND AIRCRAFT DA40 180,0.0,1,0.002225519287833828,0.008595988538681949,2004,2004,0.002609405422869921
